Date,RMV.L,AHT.L,EXPN.L,RTO.L,ABF.L,STJ.L,BATS.L,PRU.L,GVC.L,SMIN.L,CPG.L,SPX.L,SSE.L,BA.L,VOD.L,SDR.L,SLA.L,RB.L,TSCO.L,RR.L,ANTO.L
10/02/2011,90.65000153,187.6000061,796.5,101.9000015,1044,301.57901,2401,717.5,107.5,1410,608.3029785,1997.689941,1173,350.1000061,188.352005,1821,289.7890015,3197.080078,394.75,650,1430
11/02/2011,90.5,186.5,803.5,100.4000015,1045,302.6659851,2423.5,724,103.5,1426,611.617981,1982.609985,1181,356.5,187.673996,1802,293.3330078,3215.649902,395.0499878,657.5,1459
14/02/2011,91.69999695,185.1000061,800,100,1045,301.973999,2403,717.5,103.5,1425,605.539978,2004.150024,1183,352.2000122,187.5700073,1792,290.2780151,3203.919922,394.2999878,654.5,1486
15/02/2011,89.59999847,181.6999969,797,98.19999695,1044,300.196991,2424,713,103,1400,608.8549805,1943.849976,1183,350.7999878,187.2050018,1756,287.1000061,3220.540039,399.2999878,640,1428
16/02/2011,89.40000153,182.1999969,796.5,98,1045,303.6530151,2421.5,734,103,1386,618.7999878,1967.540039,1190,355.7000122,190.5420074,1739,293.821991,3208.810059,401.2999878,645.5,1432
17/02/2011,89.44999695,186.5,785.5,98,1059,310.6640015,2443,742,103,1363,628.1929932,1969.689941,1196,340.8999939,188.4559937,1758,296.1440125,3204.899902,403,631,1410
18/02/2011,89.25,184.1999969,787,92.5,1055,315.0090027,2466.5,730.5,103,1378,628.1929932,1969.689941,1211,342.7000122,189.4470062,1760,297.3670044,3241.060059,410,627.5,1407
21/02/2011,88.59999847,179.6000061,772,91.25,1050,315.0090027,2450,716.5,103,1363,625.9829712,1979.390015,1206,341.5,187.1529999,1736,292.8439941,3216.629883,413.5,624,1391
22/02/2011,87.5,179.1000061,771.5,92.44999695,1037,306.2210083,2439.5,716,103,1351,621.0100098,1965.390015,1210,326.7999878,186.0059967,1761,290.7669983,3169.709961,408.8500061,614.5,1383
23/02/2011,86.94999695,173,760,90.25,1032,303.2579956,2413,706,113.5,1345,609.40802,1966.459961,1212,327,183.1390076,1737,288.321991,3123.77002,407.2999878,607,1313
24/02/2011,85.69999695,167.1000061,755.5,90,1022,296.2470093,2396.5,680.5,117,1324,603.3300171,1937.390015,1218,325.5,180.6369934,1732,287.5889893,3119.870117,401.8999939,608,1348
25/02/2011,89.80000305,170.6000061,770.5,90.90000153,1027,296.2470093,2466.5,695,112.5,1345,611.617981,1979.390015,1219,327.6000061,182.2420044,1756,293.9440002,3091.52002,406.0499878,612,1397
28/02/2011,89.05000305,171.3999939,780,90.84999847,966.5,301.1839905,2462,711.5,112.5,1337,611.617981,1971.849976,1239,328.8999939,181.7310028,1791,291.9890137,3098.360107,404.2000122,617,1407
01/03/2011,90,178,777,90.75,993,302.5669861,2470.5,696,112.5,1330,607.75,2013.849976,1218,324,181.8880005,1774,286.6109924,3071,400.5499878,613,1418
02/03/2011,93.40000153,175.5,766.5,88.30000305,980.5,301.2000122,2451,694.5,112.5,1296,597.2529907,2003.079956,1212,320.7999878,183.3470001,1759,284.1669922,3092.5,399.1499939,597,1409
03/03/2011,95.44999695,181.1000061,777,87.40000153,986,309,2501.5,702.5,112.5,1331,606.6450195,2032.150024,1220,327.7000122,188.4559937,1765,282.0889893,3126.709961,402,603.5,1447
04/03/2011,95.90000153,182.3999939,774,88.75,978,320.8999939,2483,710.5,112.5,1344,596.7000122,2067.689941,1222,324.2999878,186.5269928,1796,290.1560059,3094.449951,401.75,604,1437
07/03/2011,95.94999695,186.5,780,87.80000305,975,317.2999878,2468.5,700.5,113,1347,597.8049927,2092.459961,1215,325.1000061,186.3190002,1794,291.3779907,3058.290039,399.1000061,600,1420
08/03/2011,96.19999695,203.1999969,772.5,88.15000153,977.5,320.3999939,2507,714,115,1353,597.2529907,2098.919922,1220,327.7000122,189.6029968,1797,293.3330078,3044.610107,399,600.5,1382
09/03/2011,96,206.5,777.5,90.5,959,332,2436.5,749,115.5,1352,602.7780151,2133.389893,1205,330.2999878,187.8829956,1800,299.0780029,3058.290039,398.0499878,619.5,1354
10/03/2011,96.19999695,194,764,89,948,328.5,2416.5,735,117,1326,593.9379883,2084.919922,1208,323.1000061,186.2669983,1744,277.321991,3032.879883,394.5,605,1317
11/03/2011,96.5,190,740,88.75,944.5,330.8999939,2396,721,117,1302,593.9379883,2086,1201,320.7000122,186.5269928,1755,272.7999878,3042.649902,391.75,597,1339
14/03/2011,97.09999847,190.6000061,744,88.19999695,943.5,331.6000061,2366,718,117,1288,585.0980225,2074.149902,1184,319.8999939,182.4609985,1771,265.8330078,2999.649902,386.1499939,586.5,1331
15/03/2011,96.15000153,181.7870026,731,85.94999695,940,314,2328.5,695,116,1285,588.4130249,2027.849976,1189,317,179.072998,1730,257.5220032,2984.01001,382.3999939,577.5,1309
16/03/2011,98,182,729,84.25,949.5,319.5,2300,673.5,116,1256,587.8599854,2007.150024,1196,306.3999939,174.223999,1691,243.8329926,2946.870117,378.0499878,568,1292
17/03/2011,97,186.5,741,85.05000305,968.5,318,2327,690,114.5,1299,596.1480103,2017.079956,1205,307.1000061,178.7599945,1684,249.8220062,2951.75,384.0499878,575,1347
18/03/2011,98,187.8000031,746,89,966.5,320,2327,710,114.5,1314,589.5180054,2028.920044,1234,318.3999939,177.1959991,1723,246.5220032,2958.590088,383.25,578.5,1364
21/03/2011,96.69999695,190.8000031,759.5,90.05000305,969,321.6000061,2338,723,114.5,1333,599.4630127,2053.689941,1235,325.1000061,183.5039978,1736,251.4109955,2995.73999,384.3500061,598.5,1367
22/03/2011,95.44999695,188.1000061,758.5,89.75,963.5,319.6000061,2346,733.5,114.5,1307,598.3579712,2067.689941,1232,320.5,181.9400024,1740,251.5330048,2967.389893,379,594.5,1353
23/03/2011,96.15000153,186.3999939,778,90.05000305,977.5,322.2999878,2385.5,729,114.5,1325,601.1199951,2083.850098,1207,318.7999878,182.0440063,1711,250.9219971,2990.850098,380.1499939,601,1391
24/03/2011,96.59999847,194.8000031,781.5,90.34999847,1000,330,2401,732,114.5,1314,605.539978,2104.310059,1218,327.2000122,183.2949982,1743,251.5330048,2994.76001,389,612,1416
25/03/2011,96.15000153,192.1000061,772,90.75,1001,330.3999939,2408.5,719.5,114.5,1317,608.3029785,2095.689941,1231,325.8999939,184.0769958,1763,251.6560059,3088.590088,388.4500122,605,1417
28/03/2011,95.40000153,194.8999939,776.5,91.5,993,331.1000061,2407.5,724.5,123,1324,611.0650024,2089.22998,1250,328.5,185.3809967,1754,251.1670074,3114.97998,388.3500061,606.5,1405
29/03/2011,95.5,195.3000031,776,91,1002,330,2462,730.5,123,1319,619.3530273,2093.540039,1267,331.7000122,188.7169952,1752,249.9440002,3116.929932,386.4500122,610,1404
30/03/2011,95.55000305,203,777.5,90.65000153,1004,333.3999939,2521,721.5,128.5,1304,617.6950073,2110.77002,1262,329.2999878,187.5180054,1746,254.3439941,3100.320068,385.75,620.5,1392
31/03/2011,95,198.3999939,772,90,992,334.5,2502,706.5,129,1297,619.3530273,2088.149902,1261,324.8999939,184.0249939,1736,252.7559967,3129.639893,381,619,1361
01/04/2011,95.80000305,199.8999939,777,90.5,1003,339.8999939,2538.5,730.5,135,1328,623.2199707,2117.22998,1284,330.3999939,186.7359924,1774,260.9440002,3213.699951,388.9500122,630.5,1397
04/04/2011,95.55000305,204.6000061,776.5,91.25,994,342.8999939,2531,728,141,1327,622.6680298,2116.149902,1305,332.2000122,186.4750061,1797,261.5559998,3215.649902,393.75,629.5,1424
05/04/2011,95.44999695,207.8999939,781.5,91,988,336.7000122,2549.5,729.5,144.5,1322,613.2750244,2100,1295,333.8999939,183.6600037,1822,261.7999878,3194.149902,390,627,1437
06/04/2011,95.5,204.6999969,775.5,90.90000153,1005,340,2532,738.5,146,1330,614.3800049,2090.310059,1295,331.6000061,185.3280029,1836,263.3890076,3207.830078,393.0499878,627.5,1468
07/04/2011,95.44999695,200.5449982,770,90.80000305,999,341.2000122,2491,733.5,136.5,1325,613.2750244,2098.919922,1283,335,185.0679932,1794,261.9219971,3182.419922,394,625,1453.930054
08/04/2011,95.09999847,204.1000061,776,90.94999695,1008,348.8999939,2493,748,135,1330,612.7230225,2109.689941,1312,336.7000122,184.9629974,1811,261.7999878,3200.98999,395.5499878,629,1477
11/04/2011,94.84999847,196.8999939,773,90.09999847,1011,349.1000061,2485.5,745,133,1336,607.197998,2104.310059,1318,339,184.4940033,1823,262.8999939,3174.600098,395.2000122,629.5,1485
12/04/2011,93.30000305,194.1999969,768.5,89.80000305,1008,341.2000122,2494,732.5,130,1330,612.7230225,2046.150024,1311,334.3999939,182.9819946,1814,259.8439941,3157.01001,398.0499878,619.5,1411
13/04/2011,94,194,778.5,90.80000305,1019,342,2530,742.5,124.5,1337,622.1149902,2028.920044,1325,334.2000122,184.0769958,1809,260.7000122,3289.929932,406,624,1406
14/04/2011,100.5,199,783,90.90000153,1031,343.6000061,2533.5,739,122.5,1321,623.2199707,2042.920044,1316,329.5,182.9299927,1813,259.4779968,3044.610107,406.1499939,633.5,1355
15/04/2011,100.5,197.1000061,783.5,91.55000305,1047,345.5,2567,743,122.5,1300,624.8779907,2088.149902,1315,334,185.8500061,1829,259.8439941,3127.689941,407.25,638,1372
18/04/2011,100.1999969,195.6000061,773.5,89.80000305,1022,335,2524,715.5,115.5,1293,619.3530273,2036.459961,1307,329,182.0440063,1782,250.9219971,3127.689941,400,626,1304
19/04/2011,101.9000015,199.3000031,781,90.15000153,1037,337.7999878,2560.5,722.5,111.5,1299,622.1149902,2070.919922,1300,326.3999939,182.0440063,1791,251.8999939,3105.209961,393.5499878,628,1317
20/04/2011,103.5999985,200,797,91.30000305,1046,344.3999939,2593,740,111.5,1325,639.7949829,2115.080078,1322,325.1000061,184.1820068,1828,258.3779907,3227.379883,397.5,633.5,1390
21/04/2011,103.9000015,203.1999969,801,92.69999695,1040,345.7000122,2593.5,752,111.5,1327,633.7180176,2138.77002,1321,324.5,176.2570038,1851,259.6000061,3215.649902,395.2999878,631,1391
26/04/2011,104.1999969,202.5,808,94.84999847,1045,347.2999878,2637,755,111.5,1336,635.9279785,2132.310059,1339,329.3999939,180.3240051,1856,262.8999939,3187.310059,406.7000122,637.5,1396
27/04/2011,103.8000031,196.6999969,810,93.69999695,984,350,2631,761.5,108.5,1340,643.1099854,2153.850098,1350,328,181.0010071,1881,267.7890015,3248.879883,402.8999939,640,1359
28/04/2011,106,202.1999969,806.5,94.25,1007,354.8999939,2611,773,108.5,1332,645.8729858,2163.540039,1358,327.8999939,178.9160004,1898,276.3439941,3248.879883,403.5499878,641.5,1367
03/05/2011,106.5999985,201.3000031,813.5,95,1026,360.3999939,2666.5,777,112.5,1256,650.8449707,2195.850098,1348,329.7999878,179.6459961,1906,278.2999878,3341.73999,406,637.5,1332
04/05/2011,103.9000015,193.5,808,93.69999695,1026,355,2653.5,759,113,1222,639.7949829,2172.149902,1326,327,176.5180054,1872,272.4330139,3330.01001,408.6000061,627,1212
05/05/2011,103.9000015,190.3000031,807,91.05000305,1013,346.7000122,2688.5,759,121,1216,635.9279785,2160.310059,1330,323.7999878,176.4660034,1700,268.6440125,3327.070068,408.4500122,621,1203
06/05/2011,108.5,193.6999969,809.5,94.25,1039,347.3999939,2688,759,121,1219,648.0830078,2184,1307,326,174.7460022,1680,268.6440125,3399.399902,408.25,631,1203
09/05/2011,109.0999985,195.3999939,809.5,94.15000153,1033,348.7999878,2670,749,121,1210,645.3200073,2199.080078,1308,323.7000122,177.352005,1657,267.0559998,3368.129883,404.1000061,631.5,1203
10/05/2011,108.5,200.5,817,95.5,1051,358.6000061,2718.5,770,120.5,1240,653.6079712,2221.689941,1333,332.5,176.8309937,1750,270.1109924,3376.919922,411.2999878,643.5,1220
11/05/2011,106.6999969,197,816.5,95.25,1053,357.6000061,2718,765,119.5,1255,649.1879883,2218.459961,1351,335.1000061,176.9349976,1730,269.3779907,3362.26001,412,644.5,1189
12/05/2011,108.5999985,194,815,97.09999847,1065,352.7000122,2708,748.5,118.5,1227,653.6079712,2203.389893,1368,334.3999939,174.9019928,1702,264.7330017,3358.350098,420.0499878,640.5,1142
13/05/2011,105.5999985,193.3999939,814.5,100.9000015,1065,349.1000061,2704,735,115.5,1235,653.6079712,2191.540039,1335,339.2000122,174.6940002,1674,262.0440063,3357.370117,419.0499878,648,1142
16/05/2011,106.3000031,189.1999969,810,98.5,1058,347.3999939,2688.5,730,113.5,1217,648.6350098,2175.389893,1334,339,175.4230042,1670,262.6560059,3323.169922,417.7000122,648,1185
17/05/2011,103.5999985,182,797,97.59999847,1047,344,2670.5,717.5,110.5,1201,639.7949829,2165.689941,1330,337.1000061,176.9349976,1660,258.3779907,3274.290039,413.25,634.5,1174
18/05/2011,104.1999969,177,796,97.65000153,1051,346.8999939,2693,728.5,113,1212,635.375,2136.610107,1313,336.7999878,178.7599945,1650,259.6000061,3313.389893,416.7999878,636,1208
19/05/2011,107.0999985,177.6999969,798,98.25,1057,346.1000061,2725,740,113,1250,646.9780273,2153.850098,1327,340.7999878,180.1150055,1662,260.3330078,3323.169922,414.5,647,1201
20/05/2011,109,177.3000031,791,98.30000305,1090,347,2745.5,740.5,117.5,1232,644.7680054,2153.850098,1341,337.3999939,181.3139954,1660,259.2330017,3368.129883,419.5,635,1207
23/05/2011,107.3000031,173.8000031,767,96.30000305,1078,344,2725.5,721.5,117.5,1210,635.375,2145.22998,1327,330.2000122,178.8119965,1609,254.9559937,3311.439941,414.8500061,620,1160
24/05/2011,110,177.1999969,774,96.90000153,1067,341,2718.5,714.5,119.5,1221,634.2700195,2134.459961,1338,328.7000122,176.9869995,1612,253.3670044,3301.659912,413.25,624,1196
25/05/2011,107.6999969,172,775.5,96.30000305,1062,337.6000061,2681,719,119.5,1212,638.1380005,2112.919922,1332,330.7000122,175.7879944,1622,254.2220001,3295.800049,416.5,625,1216
26/05/2011,107.6999969,173.5,765.5,97.59999847,1066,338.8999939,2717,725.5,118,1202,636.4799805,2107.540039,1347,329.7000122,174.5890045,1616,253,3322.189941,411.75,623,1258
27/05/2011,109.5,180.8000031,776,97.94999695,1065,341.1000061,2720,733.5,118,1220,647.5300293,2142,1366,330.7000122,176.621994,1632,255.4440002,3315.350098,416,630,1312
31/05/2011,110.4000015,182.8000031,800,98.69999695,1077,343.2999878,2722,737.5,118.5,1236,653.0549927,2146.310059,1378,330.2000122,176.1529999,1638,256.5440063,3359.330078,419.0499878,636,1329
01/06/2011,110.0999985,177,794.5,97.30000305,1081,338,2733,724.5,117.5,1222,653.0549927,2153.850098,1380,329.5,168.4380035,1633,253.7330017,3341.73999,418.5,627.5,1309
02/06/2011,109.4000015,171.1999969,790.5,97.75,1077,338.2000122,2716,716,116,1218,655.8179932,2152.77002,1387,325.3999939,167.7079926,1594,251.1670074,3321.209961,414.3500061,622.5,1269
03/06/2011,108.5999985,175,792,97.59999847,1077,345.8999939,2716.5,713.5,112.5,1210,650.2930298,2154.919922,1380,324.2000122,170.8880005,1593,249.9440002,3313.389893,414.5499878,629,1275
06/06/2011,109.8000031,170.1999969,785.5,97.90000153,1074,340.7999878,2738,716,113.5,1223,651.3980103,2159.22998,1371,324.2000122,170.6269989,1594,248.8439941,3350.530029,417.5,627.5,1290
07/06/2011,109.0999985,176,786.5,98,1069,340.2999878,2730.5,720,113.5,1201,649.1879883,2144.149902,1391,323.2000122,170.3670044,1597,252.0220032,3386.699951,412,621,1290
08/06/2011,108.8000031,175,779,97.25,1044,339,2702.5,710.5,113.5,1177,645.3200073,2060.149902,1383,319.5,168.5420074,1559,249.9440002,3372.030029,408.8999939,607.5,1226
09/06/2011,109.0999985,179.8999939,802.5,97.15000153,1046,338.2999878,2730,720.5,110,1161,661.3430176,2061.22998,1410,319.2999878,168.2810059,1544,251.7779999,3407.219971,409.6000061,610,1256
10/06/2011,108.9000015,178.6000061,783,96.09999847,1061,339.2000122,2707,716.5,110,1126,649.7399902,2044,1370,312.7999878,165.6750031,1536,250.5559998,3390.610107,406.5,601.5,1242
13/06/2011,109.9000015,182.3999939,785,94.94999695,1068,338.3999939,2690.5,715.5,110,1125,654.1599731,2042.920044,1384,313.5,167.0299988,1526,250.3110046,3347.600098,407.2000122,601,1215
14/06/2011,109.5999985,182,800.5,95.90000153,1065,341.5,2663.5,720.5,111,1129,654.7130127,2053.689941,1374,315.1000061,167.6040039,1586,253,3351.51001,407.2999878,612,1257
15/06/2011,109.8000031,178,785,95.15000153,1060,339.6000061,2645.5,710,111,1123,647.5300293,2046.150024,1371,313.8999939,166.4570007,1547,249.9440002,3320.22998,404.3500061,606.5,1240
16/06/2011,108.6999969,168.3999939,779.5,94.80000305,1057,337.5,2637,704,111,1108,639.7949829,2019.22998,1356,312.6000061,166.8220062,1529,246.7669983,3295.800049,397.3500061,597.5,1215
17/06/2011,111.9000015,170.5,780,95.25,1061,337.6000061,2649.5,708,111,1110,644.7680054,2040.77002,1368,309.8999939,166.4570007,1520,250.0670013,3289.929932,401.7999878,598.5,1222
20/06/2011,111.8000031,168.1000061,775,93.80000305,1063,326.5,2649,701.5,110,1103,643.6630249,2047.22998,1365,307.5,169.2200012,1483,246.7669983,3295.800049,403.8999939,595,1210
21/06/2011,110.5,170.5,775,95,1058,331.7999878,2667,715,109.5,1120,653.0549927,2050.459961,1386,307.6000061,170.9920044,1506,251.4109955,3274.290039,402.3999939,600.5,1272
22/06/2011,112.9000015,167.3999939,761,93.94999695,1073,329.3999939,2690,710,110,1107,658.0280151,2046.150024,1385,308.7999878,171.4089966,1503,251.5330048,3260.610107,398.7999878,601.5,1281
23/06/2011,112.3000031,161.3999939,752.5,92.15000153,1071,323.3999939,2657,692.5,108.5,1089,651.3980103,2051.540039,1368,304.8999939,169.9499969,1474,248.8439941,3218.580078,395.2000122,590,1237
24/06/2011,112.5,159.6000061,758,92.30000305,1072,319,2651,683,107,1104,655.8179932,2083.850098,1392,305.5,170.0540009,1438,246.5220032,3267.449951,397.2999878,609,1266
27/06/2011,114.3000031,157.8999939,752,91.59999847,1085,319.1000061,2680.5,687.5,107,1107,659.6849976,2049.389893,1391,305.3999939,170.7839966,1429,246.2779999,3282.110107,396.5,606.5,1283
28/06/2011,115,160,764,91.19999695,1080,321,2682.5,705.5,106.5,1149,667.6959839,2061.22998,1386,308.8999939,168.9589996,1470,246.6439972,3351.51001,395.3999939,613,1303
29/06/2011,116.6999969,169.6000061,783,93,1078,324,2685.5,708.5,106.5,1181,654.1599731,2107.540039,1398,317.3999939,172.4519958,1521,250.8000031,3323.169922,397.75,634.5,1365
30/06/2011,119.1999969,170,793.5,95.05000305,1083,340,2731,720,104.5,1201,664.1049805,2154.919922,1393,318.5,172.3480072,1547,257.2780151,3362.26001,402,645,1394
01/07/2011,120.6999969,173.1999969,801.5,94.84999847,1078,353.5,2754,733.5,104.5,1200,668.5250244,2177.540039,1398,318.8999939,171.095993,1583,261.0669861,3374.969971,401.1499939,647.5,1420
04/07/2011,121.6999969,173.6999969,806,95.84999847,1086,362,2787,736.5,105,1212,670.1829834,2182.919922,1402,319,172.0350037,1596,262.1669922,3409.179932,404.3500061,648,1431
05/07/2011,124,174.6999969,811,95.75,1078,370.7999878,2813,734,104,1210,670.7349854,2200.149902,1417,317.8999939,173.3899994,1612,263.1440125,3497.139893,406.2999878,653,1435
06/07/2011,125,172.8999939,823,94.5,1081,372.1000061,2800.5,730.5,103.5,1185,669.6300049,2189.389893,1412,315.6000061,171.826004,1595,260.4559937,3434.590088,406.6499939,652,1437
07/07/2011,124,175.8999939,833.5,94.55000305,1074,368.3999939,2824.5,732.5,100.5,1208,676.2600098,2195.850098,1423,315,173.3379974,1600,260.0889893,3406.23999,407.1499939,655.5,1491
08/07/2011,124,176.3999939,824,93.25,1092,360,2847,732.5,100.5,1199,671.2880249,2177.540039,1413,310.7999878,172.3480072,1593,258.0109863,3388.649902,411.5,654,1424
11/07/2011,121.3000031,172.1000061,803.5,91,1077,346,2839.5,710.5,99.5,1193,668.5250244,2121.540039,1407,302.3999939,170.9920044,1568,250.8000031,3416.02002,410.6000061,644,1408
12/07/2011,120.5999985,170.1999969,806.5,92.84999847,1070,341.7999878,2816.5,700.5,99.5,1174,661.8950195,2066.610107,1399,299,169.4799957,1574,248.4779968,3420.909912,408.1000061,636.5,1400
13/07/2011,124.5999985,171.6999969,820,91.69999695,1057,351.1000061,2790.5,707,100.5,1195,658.5800171,2112.919922,1416,305.7999878,168.6459961,1605,249.3329926,3395.48999,407.8500061,651,1439
14/07/2011,122.8000031,170.6000061,811,92.15000153,1081,356.7999878,2777.5,693.5,102,1179,649.1879883,2105.389893,1399,303,166.4049988,1602,246.0330048,3365.189941,402,659,1416
15/07/2011,122,165.5,803.5,91.75,1087,370,2800,683,102.5,1157,650.2930298,2089.22998,1414,300.3999939,165.779007,1605,245.5440063,3380.830078,402.9500122,642.5,1398
18/07/2011,120,155.6999969,802,90.30000305,1079,355.7000122,2775,662.5,106,1120,637.585022,2032.150024,1410,296.8999939,163.9539948,1587,238.0890045,3377.899902,395,630,1381
19/07/2011,118.1999969,154.6000061,811,90.19999695,1070,355.2000122,2745,664.5,112,1141,644.2150269,2040.77002,1413,298.6000061,165.4660034,1596,240.1670074,3344.669922,392.0499878,635.5,1424
